IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.210.214,2086,0,false,SIN,Asia Pacific,Singapore,4,0.15
8.218.142.253,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.15
8.222.212.255,2095,0,false,SIN,Asia Pacific,Singapore,37,0.15
8.219.208.104,2052,0,false,SIN,Asia Pacific,Singapore,12,0.14
47.236.99.59,2082,0,false,SIN,Asia Pacific,Singapore,13,0.14
47.57.14.118,80,80,false,SJC,North America,San Jose,45,0.14
8.219.110.248,8080,0,false,SIN,Asia Pacific,Singapore,10,0.14
47.243.42.219,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.14
8.219.239.79,2052,0,false,SIN,Asia Pacific,Singapore,15,0.14
8.219.200.178,2082,0,false,SIN,Asia Pacific,Singapore,6,0.14
47.252.41.202,443,443,true,IAD,North America,Ashburn,254,0.13
47.74.43.220,80,80,false,NRT,Asia Pacific,Tokyo,70,0.13
8.219.193.97,2082,0,false,SIN,Asia Pacific,Singapore,12,0.13
8.219.199.70,2086,0,false,SIN,Asia Pacific,Singapore,19,0.13
8.219.102.123,8880,0,false,SIN,Asia Pacific,Singapore,17,0.13
8.222.199.55,8080,0,false,SIN,Asia Pacific,Singapore,15,0.13
8.219.208.104,2086,0,false,SIN,Asia Pacific,Singapore,13,0.13
8.219.123.11,2052,0,false,SIN,Asia Pacific,Singapore,6,0.12
47.252.41.202,443,443,true,IAD,North America,Ashburn,247,0.12
8.212.18.214,8080,0,false,HKG,Asia Pacific,Hong Kong,49,0.12
47.236.120.9,2087,0,true,SIN,Asia Pacific,Singapore,79,0.12
47.236.28.170,8443,0,true,SIN,Asia Pacific,Singapore,64,0.12
8.219.153.253,2095,0,false,SIN,Asia Pacific,Singapore,13,0.12
8.222.156.205,8080,0,false,SIN,Asia Pacific,Singapore,62,0.12
47.74.43.220,443,443,true,NRT,Asia Pacific,Tokyo,179,0.12
8.219.110.248,2086,0,false,SIN,Asia Pacific,Singapore,7,0.12
47.88.27.64,80,0,false,SJC,North America,San Jose,192,0.12
8.219.110.248,2052,0,false,SIN,Asia Pacific,Singapore,11,0.12
8.219.239.79,8880,0,false,SIN,Asia Pacific,Singapore,17,0.12
47.236.28.170,2087,0,true,SIN,Asia Pacific,Singapore,96,0.12
8.222.156.205,2086,0,false,SIN,Asia Pacific,Singapore,38,0.12
8.219.210.214,2086,0,false,SIN,Asia Pacific,Singapore,44,0.11
8.212.19.60,80,80,false,SJC,North America,San Jose,52,0.11
8.219.110.248,2087,0,true,SIN,Asia Pacific,Singapore,96,0.11
8.218.148.106,80,80,false,HKG,Asia Pacific,Hong Kong,54,0.11
8.219.210.214,8080,0,false,SIN,Asia Pacific,Singapore,13,0.11
8.219.102.123,8080,0,false,SIN,Asia Pacific,Singapore,4,0.11
8.219.200.178,8443,0,true,SIN,Asia Pacific,Singapore,88,0.11
8.222.199.55,2095,0,false,SIN,Asia Pacific,Singapore,17,0.11
8.219.208.104,8880,0,false,SIN,Asia Pacific,Singapore,16,0.10
8.222.145.43,2082,0,false,SIN,Asia Pacific,Singapore,30,0.10
8.219.193.97,2086,0,false,SIN,Asia Pacific,Singapore,10,0.10
8.219.200.178,2082,0,false,SIN,Asia Pacific,Singapore,35,0.10
8.219.153.253,2086,0,false,SIN,Asia Pacific,Singapore,37,0.10
8.222.156.205,8880,0,false,SIN,Asia Pacific,Singapore,51,0.10
8.219.199.70,2082,0,false,SIN,Asia Pacific,Singapore,9,0.10
8.218.142.253,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,0.10
8.219.102.123,2087,0,true,SIN,Asia Pacific,Singapore,77,0.10
8.222.217.39,8080,8080,false,SJC,North America,San Jose,47,0.09
8.219.193.97,8880,0,false,SIN,Asia Pacific,Singapore,6,0.09
8.219.123.11,8880,0,false,SIN,Asia Pacific,Singapore,3,0.09
47.243.179.249,2082,0,false,HKG,Asia Pacific,Hong Kong,53,0.09
8.218.142.253,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.09
47.243.179.249,2095,0,false,HKG,Asia Pacific,Hong Kong,45,0.09
8.219.193.97,2086,0,false,SIN,Asia Pacific,Singapore,11,0.09
8.219.193.97,2095,0,false,SIN,Asia Pacific,Singapore,24,0.09
47.236.28.170,2083,0,true,SIN,Asia Pacific,Singapore,100,0.09
47.243.179.249,2052,0,false,HKG,Asia Pacific,Hong Kong,50,0.09
8.219.123.11,8443,0,true,SIN,Asia Pacific,Singapore,68,0.09
47.236.28.170,2096,0,true,SIN,Asia Pacific,Singapore,97,0.09
8.219.210.214,2095,0,false,SIN,Asia Pacific,Singapore,29,0.09
8.219.210.214,2082,0,false,SIN,Asia Pacific,Singapore,9,0.09
47.243.179.249,8080,0,false,HKG,Asia Pacific,Hong Kong,42,0.09
47.236.99.59,2087,0,true,SIN,Asia Pacific,Singapore,107,0.09
47.243.179.249,2052,0,false,HKG,Asia Pacific,Hong Kong,48,0.09
47.243.179.249,2086,0,false,HKG,Asia Pacific,Hong Kong,68,0.09
8.219.199.70,8080,0,false,SIN,Asia Pacific,Singapore,17,0.09
8.217.3.165,80,0,false,HKG,Asia Pacific,Hong Kong,59,0.09
47.236.28.170,2096,0,true,SIN,Asia Pacific,Singapore,39,0.09
198.11.169.77,8080,0,false,SJC,North America,San Jose,189,0.08
47.236.120.9,2053,0,true,SIN,Asia Pacific,Singapore,87,0.08
47.236.99.59,8443,0,true,SIN,Asia Pacific,Singapore,86,0.08
8.219.123.11,2095,0,false,SIN,Asia Pacific,Singapore,4,0.08
47.236.120.9,8443,0,true,SIN,Asia Pacific,Singapore,90,0.08
47.243.179.249,2095,0,false,HKG,Asia Pacific,Hong Kong,52,0.08
8.218.56.91,80,0,false,HKG,Asia Pacific,Hong Kong,40,0.08
47.236.28.170,2083,0,true,SIN,Asia Pacific,Singapore,32,0.08
8.219.208.104,2087,0,true,SIN,Asia Pacific,Singapore,68,0.08
47.236.28.170,2087,0,true,SIN,Asia Pacific,Singapore,72,0.08
149.129.8.215,80,80,false,SJC,North America,San Jose,112,0.08
47.243.179.249,2082,0,false,HKG,Asia Pacific,Hong Kong,43,0.08
8.222.145.43,8443,0,true,SIN,Asia Pacific,Singapore,103,0.08
47.236.28.170,2053,0,true,SIN,Asia Pacific,Singapore,49,0.08
8.219.210.214,2052,0,false,SIN,Asia Pacific,Singapore,14,0.08
47.243.179.249,8880,0,false,HKG,Asia Pacific,Hong Kong,62,0.08
8.219.210.214,2053,0,true,SIN,Asia Pacific,Singapore,100,0.08
8.219.13.92,80,0,false,SIN,Asia Pacific,Singapore,6,0.08
47.88.27.64,80,0,false,SJC,North America,San Jose,178,0.08
8.218.3.12,2087,2087,true,HKG,Asia Pacific,Hong Kong,66,0.08
47.243.179.249,2086,0,false,HKG,Asia Pacific,Hong Kong,61,0.08
47.236.120.9,2083,0,true,SIN,Asia Pacific,Singapore,56,0.08
47.236.99.59,2053,0,true,SIN,Asia Pacific,Singapore,68,0.08
8.219.193.97,2053,0,true,SIN,Asia Pacific,Singapore,109,0.08
47.242.234.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.08
8.219.208.104,2053,0,true,SIN,Asia Pacific,Singapore,99,0.08
8.219.239.79,2083,0,true,SIN,Asia Pacific,Singapore,142,0.07
8.219.110.248,2083,0,true,SIN,Asia Pacific,Singapore,95,0.07
8.219.153.253,2083,0,true,SIN,Asia Pacific,Singapore,120,0.07
8.218.56.91,80,0,false,HKG,Asia Pacific,Hong Kong,42,0.07
8.219.200.178,2096,0,true,SIN,Asia Pacific,Singapore,112,0.07
8.222.199.55,80,0,false,SIN,Asia Pacific,Singapore,23,0.07
47.245.12.189,80,0,false,NRT,Asia Pacific,Tokyo,79,0.07
47.243.179.249,8080,0,false,HKG,Asia Pacific,Hong Kong,57,0.07
47.245.37.56,80,0,false,NRT,Asia Pacific,Tokyo,85,0.07
8.217.3.165,80,0,false,HKG,Asia Pacific,Hong Kong,41,0.07
8.219.200.178,2095,0,false,SIN,Asia Pacific,Singapore,21,0.07
8.222.212.255,2083,0,true,SIN,Asia Pacific,Singapore,61,0.07
8.219.102.123,8443,0,true,SIN,Asia Pacific,Singapore,107,0.07
47.243.179.249,80,0,false,HKG,Asia Pacific,Hong Kong,84,0.07
8.219.208.104,2096,0,true,SIN,Asia Pacific,Singapore,101,0.07
8.222.212.255,80,0,false,SIN,Asia Pacific,Singapore,26,0.07
47.74.54.182,80,0,false,NRT,Asia Pacific,Tokyo,79,0.07
47.245.14.74,80,0,false,NRT,Asia Pacific,Tokyo,85,0.07
47.236.99.59,2096,0,true,SIN,Asia Pacific,Singapore,79,0.07
8.219.208.104,2083,0,true,SIN,Asia Pacific,Singapore,63,0.07
47.236.99.59,80,0,false,SIN,Asia Pacific,Singapore,19,0.07
47.243.179.249,80,0,false,HKG,Asia Pacific,Hong Kong,52,0.07
47.236.120.9,80,0,false,SIN,Asia Pacific,Singapore,19,0.07
47.74.6.55,80,0,false,NRT,Asia Pacific,Tokyo,76,0.07
47.236.28.170,80,0,false,SIN,Asia Pacific,Singapore,24,0.07
8.219.193.97,80,0,false,SIN,Asia Pacific,Singapore,16,0.06
8.222.145.43,2053,0,true,SIN,Asia Pacific,Singapore,140,0.06
8.219.193.97,80,0,false,SIN,Asia Pacific,Singapore,11,0.06
8.219.208.104,2053,0,true,SIN,Asia Pacific,Singapore,51,0.06
8.219.208.104,80,0,false,SIN,Asia Pacific,Singapore,12,0.06
47.245.52.197,80,0,false,NRT,Asia Pacific,Tokyo,83,0.06
47.245.39.116,80,0,false,NRT,Asia Pacific,Tokyo,96,0.06
8.222.156.205,2053,0,true,SIN,Asia Pacific,Singapore,50,0.06
47.236.28.170,2053,0,true,SIN,Asia Pacific,Singapore,73,0.06
8.219.208.104,80,0,false,SIN,Asia Pacific,Singapore,18,0.06
8.219.210.214,80,0,false,SIN,Asia Pacific,Singapore,19,0.06
47.91.22.66,80,0,false,NRT,Asia Pacific,Tokyo,93,0.06
47.74.6.157,80,0,false,NRT,Asia Pacific,Tokyo,79,0.06
8.219.199.70,80,0,false,SIN,Asia Pacific,Singapore,17,0.06
8.219.110.248,8880,0,false,SIN,Asia Pacific,Singapore,16,0.06
8.219.110.248,2095,0,false,SIN,Asia Pacific,Singapore,20,0.06
8.219.110.248,80,0,false,SIN,Asia Pacific,Singapore,17,0.06
8.219.123.11,80,0,false,SIN,Asia Pacific,Singapore,51,0.06
8.219.200.178,80,0,false,SIN,Asia Pacific,Singapore,15,0.06
8.219.102.123,2052,0,false,SIN,Asia Pacific,Singapore,21,0.06
47.74.6.55,80,0,false,NRT,Asia Pacific,Tokyo,96,0.06
8.219.239.79,80,0,false,SIN,Asia Pacific,Singapore,8,0.06
47.74.53.112,80,0,false,NRT,Asia Pacific,Tokyo,82,0.06
8.222.156.205,80,0,false,SIN,Asia Pacific,Singapore,26,0.06
8.219.193.97,2095,0,false,SIN,Asia Pacific,Singapore,5,0.06
8.219.210.214,80,0,false,SIN,Asia Pacific,Singapore,8,0.06
8.219.200.178,80,0,false,SIN,Asia Pacific,Singapore,29,0.06
8.222.199.55,80,0,false,SIN,Asia Pacific,Singapore,48,0.06
8.219.102.123,2082,0,false,SIN,Asia Pacific,Singapore,31,0.06
47.74.43.143,80,0,false,NRT,Asia Pacific,Tokyo,89,0.06
47.74.6.157,80,0,false,NRT,Asia Pacific,Tokyo,93,0.06
8.219.153.253,8080,0,false,SIN,Asia Pacific,Singapore,10,0.06
47.243.179.249,443,0,true,HKG,Asia Pacific,Hong Kong,88,0.06
8.219.153.253,80,0,false,SIN,Asia Pacific,Singapore,17,0.06
8.222.212.255,80,0,false,SIN,Asia Pacific,Singapore,18,0.05
47.74.41.115,8080,0,false,NRT,Asia Pacific,Tokyo,87,0.05
47.74.41.115,80,0,false,NRT,Asia Pacific,Tokyo,74,0.05
8.219.102.123,80,0,false,SIN,Asia Pacific,Singapore,10,0.05
47.74.6.55,2086,0,false,NRT,Asia Pacific,Tokyo,73,0.05
47.245.37.56,2095,0,false,NRT,Asia Pacific,Tokyo,85,0.05
47.245.14.74,8880,0,false,NRT,Asia Pacific,Tokyo,82,0.05
47.243.179.249,2083,0,true,HKG,Asia Pacific,Hong Kong,86,0.05
47.245.52.197,2086,0,false,NRT,Asia Pacific,Tokyo,76,0.05
47.91.22.66,2052,0,false,NRT,Asia Pacific,Tokyo,85,0.05
47.91.22.66,2082,0,false,NRT,Asia Pacific,Tokyo,99,0.05
47.74.41.115,2082,0,false,NRT,Asia Pacific,Tokyo,86,0.05
47.76.33.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.05
47.74.43.143,2095,0,false,NRT,Asia Pacific,Tokyo,73,0.05
47.245.52.197,2082,0,false,NRT,Asia Pacific,Tokyo,74,0.05
47.91.22.66,2095,0,false,NRT,Asia Pacific,Tokyo,87,0.05
8.219.13.92,80,0,false,SIN,Asia Pacific,Singapore,250,0.05
47.74.6.55,8080,0,false,NRT,Asia Pacific,Tokyo,76,0.05
8.219.102.123,2096,0,true,SIN,Asia Pacific,Singapore,87,0.05
47.245.39.116,2082,0,false,NRT,Asia Pacific,Tokyo,102,0.05
47.245.39.116,8080,0,false,NRT,Asia Pacific,Tokyo,85,0.05
47.74.54.182,2082,0,false,NRT,Asia Pacific,Tokyo,107,0.05
8.219.193.97,8880,0,false,SIN,Asia Pacific,Singapore,8,0.05
47.91.22.66,2082,0,false,NRT,Asia Pacific,Tokyo,82,0.05
47.74.6.55,2052,0,false,NRT,Asia Pacific,Tokyo,81,0.05
47.245.14.74,8080,0,false,NRT,Asia Pacific,Tokyo,73,0.05
47.91.22.66,8080,0,false,NRT,Asia Pacific,Tokyo,76,0.05
47.74.53.112,2095,0,false,NRT,Asia Pacific,Tokyo,90,0.05
47.245.39.116,2052,0,false,NRT,Asia Pacific,Tokyo,76,0.05
47.74.6.55,2086,0,false,NRT,Asia Pacific,Tokyo,74,0.05
47.74.6.55,8880,0,false,NRT,Asia Pacific,Tokyo,76,0.05
47.57.3.137,80,80,false,HKG,Asia Pacific,Hong Kong,59,0.05
47.245.14.74,2052,0,false,NRT,Asia Pacific,Tokyo,72,0.05
47.245.52.197,2095,0,false,NRT,Asia Pacific,Tokyo,74,0.05
47.245.12.189,8080,0,false,NRT,Asia Pacific,Tokyo,73,0.05
8.219.193.97,443,0,true,SIN,Asia Pacific,Singapore,61,0.05
47.74.6.157,2082,0,false,NRT,Asia Pacific,Tokyo,75,0.05
47.74.53.112,8880,0,false,NRT,Asia Pacific,Tokyo,96,0.05
47.74.43.143,2086,0,false,NRT,Asia Pacific,Tokyo,82,0.05
47.245.52.197,2052,0,false,NRT,Asia Pacific,Tokyo,100,0.05
47.74.6.157,8880,0,false,NRT,Asia Pacific,Tokyo,81,0.05
47.245.12.189,2095,0,false,NRT,Asia Pacific,Tokyo,84,0.05
47.74.6.157,8080,0,false,NRT,Asia Pacific,Tokyo,90,0.05
47.74.6.55,8880,0,false,NRT,Asia Pacific,Tokyo,75,0.05
47.74.6.157,2052,0,false,NRT,Asia Pacific,Tokyo,76,0.05
47.245.12.189,2082,0,false,NRT,Asia Pacific,Tokyo,88,0.05
47.245.12.189,2086,0,false,NRT,Asia Pacific,Tokyo,73,0.05
47.74.41.115,2086,0,false,NRT,Asia Pacific,Tokyo,76,0.05
8.219.199.70,443,0,true,SIN,Asia Pacific,Singapore,32,0.05
47.245.52.197,8880,0,false,NRT,Asia Pacific,Tokyo,77,0.05
47.245.37.56,8080,0,false,NRT,Asia Pacific,Tokyo,91,0.05
47.74.6.55,2052,0,false,NRT,Asia Pacific,Tokyo,77,0.05
47.245.14.74,2086,0,false,NRT,Asia Pacific,Tokyo,96,0.05
47.74.43.143,2052,0,false,NRT,Asia Pacific,Tokyo,83,0.05
47.74.54.182,2095,0,false,NRT,Asia Pacific,Tokyo,77,0.05
47.245.37.56,2086,0,false,NRT,Asia Pacific,Tokyo,82,0.05
47.74.43.143,2082,0,false,NRT,Asia Pacific,Tokyo,70,0.05
47.74.6.55,2095,0,false,NRT,Asia Pacific,Tokyo,77,0.05
47.243.179.249,8443,0,true,HKG,Asia Pacific,Hong Kong,136,0.05
47.245.12.189,2052,0,false,NRT,Asia Pacific,Tokyo,74,0.05
47.74.6.55,2095,0,false,NRT,Asia Pacific,Tokyo,81,0.04
47.74.54.182,8080,0,false,NRT,Asia Pacific,Tokyo,75,0.04
47.74.6.157,2095,0,false,NRT,Asia Pacific,Tokyo,80,0.04
47.74.41.115,2052,0,false,NRT,Asia Pacific,Tokyo,75,0.04
47.245.14.74,2095,0,false,NRT,Asia Pacific,Tokyo,106,0.04
47.243.42.219,2096,2096,true,HKG,Asia Pacific,Hong Kong,64,0.04
47.74.6.157,2082,0,false,NRT,Asia Pacific,Tokyo,91,0.04
47.91.22.66,8880,0,false,NRT,Asia Pacific,Tokyo,72,0.04
47.74.6.55,2082,0,false,NRT,Asia Pacific,Tokyo,76,0.04
47.74.41.115,8880,0,false,NRT,Asia Pacific,Tokyo,77,0.04
47.245.39.116,2095,0,false,NRT,Asia Pacific,Tokyo,85,0.04
47.74.6.55,2082,0,false,NRT,Asia Pacific,Tokyo,78,0.04
47.74.6.157,8880,0,false,NRT,Asia Pacific,Tokyo,103,0.04
47.245.37.56,2052,0,false,NRT,Asia Pacific,Tokyo,85,0.04
8.219.200.178,2053,0,true,SIN,Asia Pacific,Singapore,96,0.04
47.245.39.116,2086,0,false,NRT,Asia Pacific,Tokyo,89,0.04
47.245.12.189,8880,0,false,NRT,Asia Pacific,Tokyo,73,0.04
47.243.179.249,2087,0,true,HKG,Asia Pacific,Hong Kong,45,0.04
47.74.53.112,2052,0,false,NRT,Asia Pacific,Tokyo,77,0.04
47.74.43.143,8880,0,false,NRT,Asia Pacific,Tokyo,76,0.04
47.245.37.56,8880,0,false,NRT,Asia Pacific,Tokyo,83,0.04
47.74.6.157,2086,0,false,NRT,Asia Pacific,Tokyo,74,0.04
8.222.199.55,443,0,true,SIN,Asia Pacific,Singapore,91,0.04
47.243.179.249,2053,0,true,HKG,Asia Pacific,Hong Kong,77,0.04
47.245.14.74,2082,0,false,NRT,Asia Pacific,Tokyo,85,0.04
47.74.43.143,8080,0,false,NRT,Asia Pacific,Tokyo,85,0.04
47.245.37.56,2082,0,false,NRT,Asia Pacific,Tokyo,77,0.04
47.74.6.157,2086,0,false,NRT,Asia Pacific,Tokyo,87,0.04
47.91.22.66,2086,0,false,NRT,Asia Pacific,Tokyo,72,0.04
8.219.199.70,2096,0,true,SIN,Asia Pacific,Singapore,92,0.04
47.245.39.116,8880,0,false,NRT,Asia Pacific,Tokyo,80,0.04
47.74.6.55,8080,0,false,NRT,Asia Pacific,Tokyo,88,0.04
8.222.212.255,443,0,true,SIN,Asia Pacific,Singapore,71,0.04
47.74.6.157,2052,0,false,NRT,Asia Pacific,Tokyo,77,0.04
47.243.62.196,8443,443,true,HKG,Asia Pacific,Hong Kong,63,0.04
47.74.53.112,8080,0,false,NRT,Asia Pacific,Tokyo,98,0.04
47.243.179.249,2096,0,true,HKG,Asia Pacific,Hong Kong,79,0.04
8.219.110.248,443,0,true,SIN,Asia Pacific,Singapore,6,0.04
8.219.153.253,2053,0,true,SIN,Asia Pacific,Singapore,89,0.04
8.219.200.178,2083,0,true,SIN,Asia Pacific,Singapore,106,0.04
8.219.208.104,2096,0,true,SIN,Asia Pacific,Singapore,89,0.04
47.243.179.249,8443,0,true,HKG,Asia Pacific,Hong Kong,78,0.04
8.219.200.178,2087,0,true,SIN,Asia Pacific,Singapore,89,0.04
8.219.193.97,2083,0,true,SIN,Asia Pacific,Singapore,73,0.04
47.245.52.197,8080,0,false,NRT,Asia Pacific,Tokyo,81,0.04
8.219.193.97,2096,0,true,SIN,Asia Pacific,Singapore,127,0.04
8.222.199.55,8443,0,true,SIN,Asia Pacific,Singapore,108,0.04
47.74.54.182,2052,0,false,NRT,Asia Pacific,Tokyo,88,0.04
47.74.6.157,2095,0,false,NRT,Asia Pacific,Tokyo,81,0.04
8.222.156.205,2096,0,true,SIN,Asia Pacific,Singapore,85,0.04
47.243.179.249,2096,0,true,HKG,Asia Pacific,Hong Kong,85,0.03
8.219.199.70,443,0,true,SIN,Asia Pacific,Singapore,104,0.03
47.76.77.103,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.03
8.219.153.253,8880,0,false,SIN,Asia Pacific,Singapore,6,0.03
8.219.239.79,8443,0,true,SIN,Asia Pacific,Singapore,58,0.03
8.219.193.97,2053,0,true,SIN,Asia Pacific,Singapore,72,0.03
8.219.239.79,2083,0,true,SIN,Asia Pacific,Singapore,105,0.03
47.89.17.122,80,0,false,SLC,North America,Salt Lake City,38,0.03
47.76.33.40,2083,2083,true,HKG,Asia Pacific,Hong Kong,74,0.03
8.219.199.70,2053,0,true,SIN,Asia Pacific,Singapore,99,0.03
47.57.14.118,443,443,true,SJC,North America,San Jose,49,0.03
8.219.239.79,2053,0,true,SIN,Asia Pacific,Singapore,21,0.03
8.219.200.178,8443,0,true,SIN,Asia Pacific,Singapore,75,0.03
47.89.17.122,80,0,false,SLC,North America,Salt Lake City,41,0.03
8.219.239.79,2096,0,true,SIN,Asia Pacific,Singapore,140,0.03
8.222.212.255,2087,0,true,SIN,Asia Pacific,Singapore,139,0.03
47.243.161.235,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.03
8.219.210.214,8443,0,true,SIN,Asia Pacific,Singapore,113,0.03
8.219.123.11,2096,0,true,SIN,Asia Pacific,Singapore,82,0.03
8.219.208.104,2087,0,true,SIN,Asia Pacific,Singapore,132,0.03
8.219.199.70,2087,0,true,SIN,Asia Pacific,Singapore,96,0.03
8.219.110.248,2053,0,true,SIN,Asia Pacific,Singapore,38,0.03
8.219.193.97,443,0,true,SIN,Asia Pacific,Singapore,70,0.03
47.236.4.129,2083,2083,true,SIN,Asia Pacific,Singapore,75,0.03
47.91.22.66,8443,0,true,NRT,Asia Pacific,Tokyo,112,0.03
47.245.14.74,2083,0,true,NRT,Asia Pacific,Tokyo,155,0.03
47.245.12.189,2096,0,true,NRT,Asia Pacific,Tokyo,100,0.03
8.219.153.253,2096,0,true,SIN,Asia Pacific,Singapore,76,0.03
47.91.22.66,2083,0,true,NRT,Asia Pacific,Tokyo,108,0.03
47.74.6.157,2053,0,true,NRT,Asia Pacific,Tokyo,172,0.03
47.245.37.56,2087,0,true,NRT,Asia Pacific,Tokyo,185,0.03
47.57.14.118,80,80,false,SJC,North America,San Jose,207,0.03
47.74.6.157,2096,0,true,NRT,Asia Pacific,Tokyo,131,0.03
47.245.12.189,2087,0,true,NRT,Asia Pacific,Tokyo,72,0.03
47.91.1.94,2053,0,true,NRT,Asia Pacific,Tokyo,76,0.03
47.245.59.167,2087,0,true,NRT,Asia Pacific,Tokyo,177,0.03
47.245.52.197,2087,0,true,NRT,Asia Pacific,Tokyo,127,0.03
47.245.12.189,2053,0,true,NRT,Asia Pacific,Tokyo,106,0.03
47.245.37.56,2096,0,true,NRT,Asia Pacific,Tokyo,117,0.03
47.245.39.116,8443,0,true,NRT,Asia Pacific,Tokyo,210,0.03
47.245.37.56,2053,0,true,NRT,Asia Pacific,Tokyo,75,0.03
47.74.6.157,8443,0,true,NRT,Asia Pacific,Tokyo,128,0.03
47.91.22.66,2053,0,true,NRT,Asia Pacific,Tokyo,96,0.03
47.74.6.55,2053,0,true,NRT,Asia Pacific,Tokyo,143,0.02
47.74.6.55,2096,0,true,NRT,Asia Pacific,Tokyo,156,0.02
8.211.4.215,80,80,false,FRA,Europe,Frankfurt,200,0.02
47.245.39.116,8443,0,true,NRT,Asia Pacific,Tokyo,87,0.02
47.91.22.66,2053,0,true,NRT,Asia Pacific,Tokyo,116,0.02
47.91.22.66,2083,0,true,NRT,Asia Pacific,Tokyo,101,0.02
47.74.6.157,8443,0,true,NRT,Asia Pacific,Tokyo,155,0.02
47.91.22.66,2087,0,true,NRT,Asia Pacific,Tokyo,119,0.02
47.245.39.116,2096,0,true,NRT,Asia Pacific,Tokyo,87,0.02
47.245.37.56,2083,0,true,NRT,Asia Pacific,Tokyo,221,0.02
47.74.6.157,2083,0,true,NRT,Asia Pacific,Tokyo,154,0.02
47.245.52.197,2083,0,true,NRT,Asia Pacific,Tokyo,212,0.02
47.245.59.167,8443,0,true,NRT,Asia Pacific,Tokyo,101,0.02
47.245.12.189,2087,0,true,NRT,Asia Pacific,Tokyo,150,0.02
47.245.52.197,2096,0,true,NRT,Asia Pacific,Tokyo,84,0.02
47.245.12.189,8443,0,true,NRT,Asia Pacific,Tokyo,93,0.02
47.245.12.189,2083,0,true,NRT,Asia Pacific,Tokyo,194,0.02
47.245.52.197,2096,0,true,NRT,Asia Pacific,Tokyo,202,0.02
47.91.1.38,2053,0,true,NRT,Asia Pacific,Tokyo,105,0.02
47.74.43.143,2096,0,true,NRT,Asia Pacific,Tokyo,249,0.02
47.245.31.153,2096,0,true,NRT,Asia Pacific,Tokyo,74,0.02
8.219.153.253,2052,0,false,SIN,Asia Pacific,Singapore,20,0.02
47.74.6.157,2087,0,true,NRT,Asia Pacific,Tokyo,122,0.02
47.74.6.55,2083,0,true,NRT,Asia Pacific,Tokyo,185,0.02
47.245.39.116,2087,0,true,NRT,Asia Pacific,Tokyo,409,0.02
47.245.39.116,2053,0,true,NRT,Asia Pacific,Tokyo,135,0.02
47.245.55.202,8443,0,true,NRT,Asia Pacific,Tokyo,76,0.02
47.91.22.66,2096,0,true,NRT,Asia Pacific,Tokyo,110,0.02
47.245.31.153,2053,0,true,NRT,Asia Pacific,Tokyo,82,0.02
47.74.54.182,2096,0,true,NRT,Asia Pacific,Tokyo,182,0.02
47.245.14.74,8443,0,true,NRT,Asia Pacific,Tokyo,144,0.02
47.74.6.55,2083,0,true,NRT,Asia Pacific,Tokyo,136,0.02
47.74.6.55,8443,0,true,NRT,Asia Pacific,Tokyo,111,0.02
47.74.6.55,2087,0,true,NRT,Asia Pacific,Tokyo,120,0.02
47.245.14.74,2053,0,true,NRT,Asia Pacific,Tokyo,169,0.02
8.219.102.123,2083,0,true,SIN,Asia Pacific,Singapore,69,0.02
47.245.37.56,8443,0,true,NRT,Asia Pacific,Tokyo,173,0.02
47.245.14.74,2087,0,true,NRT,Asia Pacific,Tokyo,162,0.02
47.74.6.157,2087,0,true,NRT,Asia Pacific,Tokyo,200,0.02
47.245.14.74,2096,0,true,NRT,Asia Pacific,Tokyo,99,0.02
47.245.31.153,2083,0,true,NRT,Asia Pacific,Tokyo,87,0.02
47.245.39.116,2083,0,true,NRT,Asia Pacific,Tokyo,168,0.02
8.212.12.98,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.02
8.212.12.98,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.02
47.74.53.112,8443,0,true,NRT,Asia Pacific,Tokyo,110,0.02
8.211.4.215,80,80,false,FRA,Europe,Frankfurt,191,0.02
47.74.6.55,2053,0,true,NRT,Asia Pacific,Tokyo,267,0.02
47.245.52.197,8443,0,true,NRT,Asia Pacific,Tokyo,139,0.02
8.218.249.130,80,0,false,SLC,North America,Salt Lake City,576,0.02
8.219.199.70,2096,0,true,SIN,Asia Pacific,Singapore,125,0.02
47.56.68.62,80,0,false,SLC,North America,Salt Lake City,31,0.02
47.245.59.167,2087,0,true,NRT,Asia Pacific,Tokyo,81,0.02
47.52.153.106,80,0,false,SLC,North America,Salt Lake City,36,0.02
47.245.39.116,2096,0,true,NRT,Asia Pacific,Tokyo,89,0.02
47.56.108.50,80,0,false,SLC,North America,Salt Lake City,42,0.02
47.245.39.116,2087,0,true,NRT,Asia Pacific,Tokyo,76,0.02
47.56.68.62,80,0,false,SLC,North America,Salt Lake City,37,0.02
