IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
168.138.214.62,2096,2096,true,NRT,Asia Pacific,Tokyo,120,7.75
150.230.222.185,2082,2082,false,NRT,Asia Pacific,Tokyo,101,7.74
140.238.54.182,2082,2082,false,NRT,Asia Pacific,Tokyo,100,7.74
140.238.44.118,8880,8880,false,NRT,Asia Pacific,Tokyo,78,7.73
158.101.155.115,2096,2096,true,NRT,Asia Pacific,Tokyo,126,7.73
141.147.174.190,8880,8880,false,NRT,Asia Pacific,Tokyo,79,7.72
168.138.202.145,2053,2053,true,NRT,Asia Pacific,Tokyo,107,7.72
164.152.26.70,2052,443,true,ORD,North America,Chicago,242,7.72
151.145.69.174,2083,2083,true,NRT,Asia Pacific,Tokyo,107,7.72
140.238.52.81,2086,2086,false,NRT,Asia Pacific,Tokyo,104,7.72
168.138.214.62,2086,2086,false,NRT,Asia Pacific,Tokyo,93,7.71
150.230.105.228,2082,2082,false,HKG,Asia Pacific,Hong Kong,131,7.71
158.179.186.251,2087,2087,true,NRT,Asia Pacific,Tokyo,148,7.71
168.138.206.109,2083,2083,true,NRT,Asia Pacific,Tokyo,118,7.71
168.138.196.237,2083,2083,true,NRT,Asia Pacific,Tokyo,88,7.70
138.2.13.133,2095,2095,false,NRT,Asia Pacific,Tokyo,75,7.70
150.230.216.34,2086,2086,false,NRT,Asia Pacific,Tokyo,84,7.69
158.101.146.203,2096,2096,true,NRT,Asia Pacific,Tokyo,161,7.68
150.230.222.185,2087,2087,true,NRT,Asia Pacific,Tokyo,115,7.68
140.238.52.141,2095,2095,false,NRT,Asia Pacific,Tokyo,98,7.68
158.101.158.238,2083,2083,true,NRT,Asia Pacific,Tokyo,177,7.67
141.147.99.167,443,443,true,EWR,North America,Newark,159,7.67
158.179.178.142,2083,2083,true,NRT,Asia Pacific,Tokyo,102,7.67
141.147.178.115,2096,2096,true,NRT,Asia Pacific,Tokyo,114,7.67
151.145.66.219,8880,8880,false,NRT,Asia Pacific,Tokyo,79,7.67
158.101.146.160,2082,2082,false,NRT,Asia Pacific,Tokyo,97,7.66
168.138.205.38,2053,2053,true,NRT,Asia Pacific,Tokyo,95,7.66
168.138.200.155,8080,8080,false,NRT,Asia Pacific,Tokyo,97,7.66
158.101.133.129,2086,2086,false,NRT,Asia Pacific,Tokyo,96,7.66
158.101.149.52,80,80,false,NRT,Asia Pacific,Tokyo,97,7.66
138.2.20.48,8443,8443,true,NRT,Asia Pacific,Tokyo,120,7.65
150.230.220.232,80,80,false,NRT,Asia Pacific,Tokyo,100,7.65
138.2.20.48,2087,2087,true,NRT,Asia Pacific,Tokyo,117,7.65
151.145.74.56,2052,2052,false,NRT,Asia Pacific,Tokyo,102,7.65
168.138.194.121,2095,2095,false,NRT,Asia Pacific,Tokyo,74,7.63
141.147.182.70,80,80,false,NRT,Asia Pacific,Tokyo,93,7.63
141.147.174.190,8443,8443,true,NRT,Asia Pacific,Tokyo,104,7.62
141.147.164.54,8880,8880,false,NRT,Asia Pacific,Tokyo,100,7.62
150.230.219.83,2082,2082,false,NRT,Asia Pacific,Tokyo,103,7.62
168.138.205.195,80,80,false,NRT,Asia Pacific,Tokyo,82,7.62
158.101.149.81,2086,2086,false,NRT,Asia Pacific,Tokyo,99,7.61
150.230.208.83,2086,2086,false,NRT,Asia Pacific,Tokyo,100,7.58
140.238.39.87,2087,2087,true,NRT,Asia Pacific,Tokyo,96,7.58
150.230.216.117,8880,8880,false,NRT,Asia Pacific,Tokyo,109,7.57
158.101.140.255,2053,2053,true,NRT,Asia Pacific,Tokyo,126,7.57
140.238.59.255,2087,2087,true,NRT,Asia Pacific,Tokyo,139,7.57
150.230.106.21,8443,8443,true,NRT,Asia Pacific,Tokyo,100,7.57
158.179.178.145,2053,2053,true,NRT,Asia Pacific,Tokyo,137,7.56
158.179.188.7,2087,2087,true,NRT,Asia Pacific,Tokyo,80,7.56
150.230.214.218,8880,8880,false,NRT,Asia Pacific,Tokyo,106,7.56
141.147.178.202,2096,2096,true,NRT,Asia Pacific,Tokyo,104,7.56
141.147.183.96,2083,2083,true,NRT,Asia Pacific,Tokyo,97,7.55
140.238.48.97,2052,2052,false,NRT,Asia Pacific,Tokyo,104,7.55
140.238.33.94,2053,2053,true,NRT,Asia Pacific,Tokyo,123,7.53
140.83.37.145,2087,2087,true,NRT,Asia Pacific,Tokyo,100,7.52
138.2.31.68,2082,2082,false,HKG,Asia Pacific,Hong Kong,142,7.52
168.138.206.236,2086,2086,false,NRT,Asia Pacific,Tokyo,78,7.52
141.147.162.204,2086,2086,false,NRT,Asia Pacific,Tokyo,99,7.52
140.238.36.216,2053,2053,true,NRT,Asia Pacific,Tokyo,99,7.51
150.230.98.39,2083,2083,true,NRT,Asia Pacific,Tokyo,97,7.51
131.186.37.69,80,80,false,NRT,Asia Pacific,Tokyo,97,7.50
158.179.189.106,2086,2086,false,NRT,Asia Pacific,Tokyo,100,7.49
141.147.168.13,2096,2096,true,NRT,Asia Pacific,Tokyo,129,7.48
168.138.206.236,2052,2052,false,NRT,Asia Pacific,Tokyo,104,7.48
168.138.198.202,2052,2052,false,NRT,Asia Pacific,Tokyo,107,7.47
131.186.37.69,2052,2052,false,NRT,Asia Pacific,Tokyo,108,7.47
140.238.33.94,2095,2095,false,NRT,Asia Pacific,Tokyo,97,7.47
150.230.105.228,2053,2053,true,HKG,Asia Pacific,Hong Kong,162,7.47
140.238.61.224,2052,2052,false,NRT,Asia Pacific,Tokyo,100,7.46
158.101.140.154,2087,2087,true,NRT,Asia Pacific,Tokyo,113,7.45
158.101.137.74,2086,2086,false,NRT,Asia Pacific,Tokyo,103,7.45
168.138.194.121,2087,2087,true,NRT,Asia Pacific,Tokyo,101,7.45
140.83.37.145,2053,2053,true,NRT,Asia Pacific,Tokyo,121,7.44
141.147.174.7,2083,2083,true,NRT,Asia Pacific,Tokyo,101,7.44
151.145.65.8,2087,2087,true,NRT,Asia Pacific,Tokyo,112,7.42
150.230.109.252,2087,2087,true,NRT,Asia Pacific,Tokyo,138,7.42
150.230.221.114,2086,2086,false,NRT,Asia Pacific,Tokyo,100,7.41
158.101.145.246,2082,2082,false,NRT,Asia Pacific,Tokyo,106,7.40
168.138.198.53,80,80,false,NRT,Asia Pacific,Tokyo,106,7.40
138.2.7.72,8443,8443,true,NRT,Asia Pacific,Tokyo,99,7.40
168.138.206.236,8080,8080,false,NRT,Asia Pacific,Tokyo,95,7.39
141.147.109.152,443,443,true,FRA,Europe,Frankfurt,168,7.39
140.238.51.89,80,80,false,NRT,Asia Pacific,Tokyo,102,7.38
141.147.162.204,8080,8080,false,NRT,Asia Pacific,Tokyo,108,7.38
140.238.52.81,80,80,false,NRT,Asia Pacific,Tokyo,102,7.37
140.238.40.136,80,80,false,NRT,Asia Pacific,Tokyo,99,7.37
193.123.74.12,8443,443,true,MXP,Europe,Milan,148,7.37
131.186.37.191,8880,8880,false,NRT,Asia Pacific,Tokyo,101,7.37
168.138.205.38,2083,2083,true,NRT,Asia Pacific,Tokyo,89,7.36
150.230.107.94,2083,2083,true,NRT,Asia Pacific,Tokyo,97,7.36
150.230.105.228,80,80,false,HKG,Asia Pacific,Hong Kong,155,7.36
168.138.192.185,2086,2086,false,NRT,Asia Pacific,Tokyo,96,7.36
158.101.150.126,2053,2053,true,NRT,Asia Pacific,Tokyo,97,7.35
158.101.149.71,80,80,false,NRT,Asia Pacific,Tokyo,98,7.35
140.238.39.33,2086,2086,false,NRT,Asia Pacific,Tokyo,103,7.35
168.138.195.31,8443,8443,true,NRT,Asia Pacific,Tokyo,127,7.34
158.101.152.221,2082,2082,false,NRT,Asia Pacific,Tokyo,101,7.34
141.147.164.54,2086,2086,false,NRT,Asia Pacific,Tokyo,100,7.34
131.186.38.135,2052,2052,false,NRT,Asia Pacific,Tokyo,98,7.33
141.147.191.132,2095,2095,false,NRT,Asia Pacific,Tokyo,99,7.33
138.2.13.133,2082,2082,false,NRT,Asia Pacific,Tokyo,98,7.33
140.238.59.255,2052,2052,false,NRT,Asia Pacific,Tokyo,98,7.33
168.138.214.62,2052,2052,false,NRT,Asia Pacific,Tokyo,80,7.33
168.138.202.145,2053,2053,true,NRT,Asia Pacific,Tokyo,97,7.32
150.230.221.114,2083,2083,true,NRT,Asia Pacific,Tokyo,109,7.31
140.238.61.224,80,80,false,NRT,Asia Pacific,Tokyo,109,7.31
140.238.35.78,2083,2083,true,NRT,Asia Pacific,Tokyo,77,7.30
140.238.54.166,80,80,false,NRT,Asia Pacific,Tokyo,106,7.30
140.238.62.12,2082,2082,false,NRT,Asia Pacific,Tokyo,102,7.30
168.138.212.40,2082,2082,false,NRT,Asia Pacific,Tokyo,97,7.29
158.101.149.81,8080,8080,false,NRT,Asia Pacific,Tokyo,97,7.29
168.138.200.159,2086,2086,false,NRT,Asia Pacific,Tokyo,104,7.29
168.138.217.146,8443,8443,true,NRT,Asia Pacific,Tokyo,106,7.29
168.138.212.74,8443,8443,true,NRT,Asia Pacific,Tokyo,110,7.29
151.145.65.203,2083,2083,true,NRT,Asia Pacific,Tokyo,104,7.29
168.138.212.175,2087,2087,true,NRT,Asia Pacific,Tokyo,100,7.28
140.238.52.81,2083,2083,true,NRT,Asia Pacific,Tokyo,141,7.28
168.138.202.145,8443,8443,true,NRT,Asia Pacific,Tokyo,117,7.28
150.230.208.113,2086,2086,false,NRT,Asia Pacific,Tokyo,100,7.28
168.138.192.185,8880,8880,false,NRT,Asia Pacific,Tokyo,96,7.28
168.138.197.222,2083,2083,true,NRT,Asia Pacific,Tokyo,126,7.28
131.186.35.189,8880,8880,false,NRT,Asia Pacific,Tokyo,92,7.27
168.138.194.121,2053,2053,true,NRT,Asia Pacific,Tokyo,75,7.27
168.138.207.64,2053,2053,true,NRT,Asia Pacific,Tokyo,111,7.27
150.230.105.228,2087,2087,true,HKG,Asia Pacific,Hong Kong,148,7.26
168.138.205.38,2096,2096,true,NRT,Asia Pacific,Tokyo,106,7.26
140.238.54.164,8880,8880,false,NRT,Asia Pacific,Tokyo,97,7.26
141.147.182.70,2086,2086,false,NRT,Asia Pacific,Tokyo,97,7.25
138.2.20.230,2053,2053,true,NRT,Asia Pacific,Tokyo,99,7.25
168.138.211.188,80,80,false,HKG,Asia Pacific,Hong Kong,144,7.25
158.179.190.253,2053,2053,true,NRT,Asia Pacific,Tokyo,98,7.24
168.138.197.222,8080,8080,false,NRT,Asia Pacific,Tokyo,96,7.24
141.147.178.135,2052,2052,false,HKG,Asia Pacific,Hong Kong,147,7.24
140.238.62.12,2087,2087,true,NRT,Asia Pacific,Tokyo,110,7.23
158.101.133.129,2052,2052,false,NRT,Asia Pacific,Tokyo,97,7.23
168.138.205.195,8443,8443,true,NRT,Asia Pacific,Tokyo,107,7.23
150.230.221.219,8443,8443,true,NRT,Asia Pacific,Tokyo,100,7.23
140.238.54.184,2086,2086,false,NRT,Asia Pacific,Tokyo,96,7.21
151.145.65.203,2053,2053,true,NRT,Asia Pacific,Tokyo,81,7.21
168.138.206.236,2083,2083,true,NRT,Asia Pacific,Tokyo,117,7.20
140.238.41.253,2087,2087,true,NRT,Asia Pacific,Tokyo,124,7.20
193.122.197.111,443,443,true,IAD,North America,Ashburn,231,7.20
158.101.136.239,2082,2082,false,NRT,Asia Pacific,Tokyo,107,7.19
141.147.169.195,2096,2096,true,NRT,Asia Pacific,Tokyo,101,7.19
84.235.163.59,443,443,true,FRA,Europe,Frankfurt,245,7.19
158.101.137.74,2096,2096,true,NRT,Asia Pacific,Tokyo,128,7.18
138.2.20.48,2083,2083,true,NRT,Asia Pacific,Tokyo,104,7.18
138.2.19.122,2096,2096,true,NRT,Asia Pacific,Tokyo,102,7.17
150.230.105.53,2096,2096,true,NRT,Asia Pacific,Tokyo,112,7.17
140.238.51.89,8080,8080,false,NRT,Asia Pacific,Tokyo,77,7.16
150.230.212.213,2087,2087,true,NRT,Asia Pacific,Tokyo,125,7.16
141.147.160.221,2052,2052,false,NRT,Asia Pacific,Tokyo,93,7.16
168.138.195.31,8880,8880,false,NRT,Asia Pacific,Tokyo,99,7.16
168.138.192.185,80,80,false,NRT,Asia Pacific,Tokyo,94,7.15
140.238.52.81,8080,8080,false,NRT,Asia Pacific,Tokyo,97,7.14
158.101.136.239,2053,2053,true,NRT,Asia Pacific,Tokyo,95,7.14
140.238.39.21,80,80,false,NRT,Asia Pacific,Tokyo,100,7.14
150.230.208.113,2082,2082,false,NRT,Asia Pacific,Tokyo,100,7.14
140.238.59.255,8080,8080,false,NRT,Asia Pacific,Tokyo,75,7.14
168.138.195.31,2083,2083,true,NRT,Asia Pacific,Tokyo,113,7.13
140.238.60.177,80,80,false,NRT,Asia Pacific,Tokyo,99,7.13
151.145.75.28,2095,2095,false,NRT,Asia Pacific,Tokyo,119,7.09
168.138.206.68,2083,2083,true,NRT,Asia Pacific,Tokyo,153,7.09
158.101.152.221,2086,2086,false,NRT,Asia Pacific,Tokyo,99,7.09
140.238.41.167,8443,8443,true,NRT,Asia Pacific,Tokyo,144,7.08
138.2.15.8,8443,8443,true,NRT,Asia Pacific,Tokyo,121,7.07
158.101.139.42,2096,2096,true,NRT,Asia Pacific,Tokyo,75,7.07
140.238.46.138,8880,8880,false,NRT,Asia Pacific,Tokyo,97,7.06
140.238.39.87,2082,2082,false,NRT,Asia Pacific,Tokyo,97,7.06
168.138.200.159,2052,2052,false,NRT,Asia Pacific,Tokyo,100,7.05
193.123.74.12,443,443,true,DXB,Middle East,Dubai,139,7.03
168.138.198.53,2083,2083,true,NRT,Asia Pacific,Tokyo,90,7.02
168.138.196.164,2083,2083,true,HKG,Asia Pacific,Hong Kong,143,7.02
140.238.40.136,2053,2053,true,NRT,Asia Pacific,Tokyo,103,7.01
168.138.212.40,8443,8443,true,NRT,Asia Pacific,Tokyo,127,7.01
151.145.75.28,8443,8443,true,NRT,Asia Pacific,Tokyo,79,6.99
151.145.69.174,2096,2096,true,NRT,Asia Pacific,Tokyo,106,6.98
168.138.198.53,2083,2083,true,NRT,Asia Pacific,Tokyo,82,6.98
140.238.54.166,2082,2082,false,NRT,Asia Pacific,Tokyo,77,6.98
140.238.50.32,2053,2053,true,NRT,Asia Pacific,Tokyo,189,6.97
141.147.179.64,80,80,false,NRT,Asia Pacific,Tokyo,98,6.97
140.238.41.167,2086,2086,false,NRT,Asia Pacific,Tokyo,111,6.96
168.138.196.237,2096,2096,true,NRT,Asia Pacific,Tokyo,105,6.96
168.138.194.121,2053,2053,true,NRT,Asia Pacific,Tokyo,84,6.96
150.230.107.197,2087,2087,true,NRT,Asia Pacific,Tokyo,81,6.95
141.147.178.135,2086,2086,false,HKG,Asia Pacific,Hong Kong,156,6.95
150.230.216.117,2052,2052,false,NRT,Asia Pacific,Tokyo,99,6.95
141.147.178.135,8880,8880,false,HKG,Asia Pacific,Hong Kong,150,6.94
138.2.6.15,2095,2095,false,NRT,Asia Pacific,Tokyo,78,6.94
140.238.39.33,2087,2087,true,NRT,Asia Pacific,Tokyo,125,6.92
130.61.107.238,8443,443,true,FRA,Europe,Frankfurt,167,6.91
168.138.208.17,8880,8880,false,NRT,Asia Pacific,Tokyo,99,6.89
140.238.41.167,2052,2052,false,NRT,Asia Pacific,Tokyo,102,6.88
168.138.200.159,2087,2087,true,NRT,Asia Pacific,Tokyo,82,6.87
131.186.38.135,2082,2082,false,NRT,Asia Pacific,Tokyo,88,6.86
168.138.206.236,8080,8080,false,NRT,Asia Pacific,Tokyo,99,6.86
168.138.211.188,2087,2087,true,HKG,Asia Pacific,Hong Kong,148,6.86
158.101.143.49,8080,8080,false,NRT,Asia Pacific,Tokyo,99,6.85
168.138.209.244,2087,2087,true,NRT,Asia Pacific,Tokyo,142,6.85
138.2.29.250,8443,8443,true,NRT,Asia Pacific,Tokyo,114,6.85
158.179.189.106,2087,2087,true,NRT,Asia Pacific,Tokyo,107,6.84
168.138.209.244,2083,2083,true,NRT,Asia Pacific,Tokyo,99,6.83
158.101.140.154,2086,2086,false,NRT,Asia Pacific,Tokyo,101,6.83
151.145.68.74,443,0,true,NRT,Asia Pacific,Tokyo,95,6.82
168.138.206.109,2082,2082,false,NRT,Asia Pacific,Tokyo,100,6.82
168.138.194.121,8443,8443,true,NRT,Asia Pacific,Tokyo,113,6.81
158.101.149.122,8443,8443,true,NRT,Asia Pacific,Tokyo,104,6.80
158.101.150.74,2087,2087,true,NRT,Asia Pacific,Tokyo,133,6.80
140.238.54.166,8880,8880,false,NRT,Asia Pacific,Tokyo,98,6.80
140.238.54.182,2053,2053,true,NRT,Asia Pacific,Tokyo,150,6.79
150.230.222.185,2083,2083,true,NRT,Asia Pacific,Tokyo,109,6.79
150.230.216.117,8080,8080,false,NRT,Asia Pacific,Tokyo,100,6.79
130.162.216.83,443,443,true,AMS,Europe,Amsterdam,181,6.78
168.138.200.155,2082,2082,false,NRT,Asia Pacific,Tokyo,87,6.77
140.238.33.94,2083,2083,true,NRT,Asia Pacific,Tokyo,111,6.76
158.101.148.221,2096,2096,true,HKG,Asia Pacific,Hong Kong,152,6.74
140.238.35.78,2052,2052,false,NRT,Asia Pacific,Tokyo,97,6.74
158.101.143.49,8880,8880,false,NRT,Asia Pacific,Tokyo,84,6.74
158.179.189.235,2087,2087,true,NRT,Asia Pacific,Tokyo,99,6.73
158.101.158.238,80,80,false,NRT,Asia Pacific,Tokyo,108,6.72
140.238.61.78,2095,2095,false,NRT,Asia Pacific,Tokyo,99,6.71
150.230.99.173,2053,2053,true,NRT,Asia Pacific,Tokyo,110,6.69
138.2.10.251,8443,8443,true,NRT,Asia Pacific,Tokyo,101,6.68
158.101.150.74,8443,8443,true,NRT,Asia Pacific,Tokyo,83,6.68
158.101.144.189,80,80,false,NRT,Asia Pacific,Tokyo,97,6.68
150.230.105.228,2052,2052,false,HKG,Asia Pacific,Hong Kong,149,6.67
141.147.169.131,2096,2096,true,NRT,Asia Pacific,Tokyo,99,6.67
168.138.206.68,8443,8443,true,NRT,Asia Pacific,Tokyo,124,6.66
138.2.11.179,8443,8443,true,NRT,Asia Pacific,Tokyo,102,6.64
158.101.159.181,2095,2095,false,NRT,Asia Pacific,Tokyo,100,6.64
140.83.37.145,2083,2083,true,NRT,Asia Pacific,Tokyo,136,6.63
164.152.17.14,443,443,true,ORD,North America,Chicago,213,6.63
164.152.26.70,2086,443,true,ORD,North America,Chicago,222,6.63
151.145.65.8,8880,8880,false,NRT,Asia Pacific,Tokyo,89,6.63
168.138.197.222,2082,2082,false,NRT,Asia Pacific,Tokyo,98,6.63
158.101.133.129,8080,8080,false,NRT,Asia Pacific,Tokyo,99,6.62
140.238.54.182,2083,2083,true,NRT,Asia Pacific,Tokyo,136,6.60
151.145.71.40,8880,8880,false,NRT,Asia Pacific,Tokyo,116,6.60
168.138.202.145,8880,8880,false,NRT,Asia Pacific,Tokyo,96,6.60
151.145.70.28,2083,2083,true,NRT,Asia Pacific,Tokyo,113,6.60
168.138.211.217,2083,2083,true,NRT,Asia Pacific,Tokyo,97,6.59
168.138.197.222,2096,2096,true,NRT,Asia Pacific,Tokyo,99,6.58
158.101.159.212,8443,8443,true,NRT,Asia Pacific,Tokyo,97,6.57
141.147.174.190,2087,2087,true,NRT,Asia Pacific,Tokyo,104,6.57
168.138.202.145,2087,2087,true,NRT,Asia Pacific,Tokyo,110,6.57
150.230.208.83,8880,8880,false,NRT,Asia Pacific,Tokyo,97,6.56
150.230.216.34,80,80,false,NRT,Asia Pacific,Tokyo,110,6.56
131.186.36.248,8880,8880,false,NRT,Asia Pacific,Tokyo,100,6.56
138.2.14.164,2083,2083,true,NRT,Asia Pacific,Tokyo,108,6.56
168.138.211.188,2083,2083,true,HKG,Asia Pacific,Hong Kong,153,6.55
168.138.211.217,8443,8443,true,NRT,Asia Pacific,Tokyo,116,6.55
140.83.37.145,2096,2096,true,NRT,Asia Pacific,Tokyo,104,6.55
168.138.206.109,2053,2053,true,NRT,Asia Pacific,Tokyo,92,6.54
168.138.197.222,2053,2053,true,NRT,Asia Pacific,Tokyo,116,6.52
151.145.66.219,80,80,false,NRT,Asia Pacific,Tokyo,111,6.52
168.138.197.222,2087,2087,true,NRT,Asia Pacific,Tokyo,127,6.51
150.230.222.185,2086,2086,false,NRT,Asia Pacific,Tokyo,85,6.50
158.101.152.221,8443,8443,true,NRT,Asia Pacific,Tokyo,101,6.47
141.147.178.135,2095,2095,false,HKG,Asia Pacific,Hong Kong,148,6.47
150.230.208.113,80,80,false,NRT,Asia Pacific,Tokyo,112,6.47
131.186.37.49,2095,2095,false,NRT,Asia Pacific,Tokyo,100,6.47
130.162.211.193,443,443,true,CDG,Europe,Paris,177,6.44
140.238.39.87,8080,8080,false,NRT,Asia Pacific,Tokyo,113,6.44
150.230.208.83,8443,8443,true,NRT,Asia Pacific,Tokyo,99,6.43
168.138.205.195,2052,2052,false,NRT,Asia Pacific,Tokyo,107,6.43
168.138.200.159,2087,2087,true,NRT,Asia Pacific,Tokyo,105,6.43
150.230.208.113,2096,2096,true,NRT,Asia Pacific,Tokyo,98,6.43
141.147.182.70,8443,8443,true,NRT,Asia Pacific,Tokyo,99,6.42
150.230.220.232,8080,8080,false,NRT,Asia Pacific,Tokyo,81,6.41
158.179.178.145,2096,2096,true,NRT,Asia Pacific,Tokyo,216,6.41
141.147.179.64,2096,2096,true,NRT,Asia Pacific,Tokyo,131,6.40
158.179.178.145,2087,2087,true,NRT,Asia Pacific,Tokyo,151,6.40
140.238.34.208,2086,2086,false,NRT,Asia Pacific,Tokyo,99,6.40
140.238.33.165,8880,8880,false,NRT,Asia Pacific,Tokyo,96,6.39
141.147.181.148,2095,2095,false,NRT,Asia Pacific,Tokyo,94,6.38
168.138.198.53,2087,2087,true,NRT,Asia Pacific,Tokyo,122,6.38
168.138.196.164,80,80,false,HKG,Asia Pacific,Hong Kong,149,6.38
158.101.133.129,8443,8443,true,NRT,Asia Pacific,Tokyo,104,6.37
150.230.208.83,2096,2096,true,NRT,Asia Pacific,Tokyo,94,6.36
168.138.200.155,2086,2086,false,NRT,Asia Pacific,Tokyo,100,6.36
141.147.178.135,80,80,false,HKG,Asia Pacific,Hong Kong,128,6.35
150.230.101.125,2095,2095,false,NRT,Asia Pacific,Tokyo,99,6.35
141.147.164.54,2095,2095,false,NRT,Asia Pacific,Tokyo,100,6.34
138.2.13.200,2052,2052,false,NRT,Asia Pacific,Tokyo,97,6.32
168.138.196.164,8880,8880,false,HKG,Asia Pacific,Hong Kong,145,6.32
168.138.196.164,80,80,false,HKG,Asia Pacific,Hong Kong,144,6.32
150.230.213.95,2082,2082,false,NRT,Asia Pacific,Tokyo,87,6.31
168.138.192.185,2087,2087,true,NRT,Asia Pacific,Tokyo,74,6.31
140.238.33.94,8880,8880,false,NRT,Asia Pacific,Tokyo,97,6.30
141.147.160.221,2053,2053,true,NRT,Asia Pacific,Tokyo,98,6.30
168.138.205.38,2087,2087,true,NRT,Asia Pacific,Tokyo,123,6.30
158.101.133.129,80,80,false,NRT,Asia Pacific,Tokyo,99,6.29
168.138.209.244,2096,2096,true,NRT,Asia Pacific,Tokyo,126,6.29
150.230.212.213,8080,8080,false,NRT,Asia Pacific,Tokyo,98,6.28
168.138.213.210,2087,2087,true,NRT,Asia Pacific,Tokyo,96,6.27
168.138.217.146,2087,2087,true,NRT,Asia Pacific,Tokyo,97,6.27
168.138.209.244,2082,2082,false,NRT,Asia Pacific,Tokyo,101,6.26
138.2.21.31,2087,2087,true,NRT,Asia Pacific,Tokyo,96,6.26
168.138.192.185,2096,2096,true,NRT,Asia Pacific,Tokyo,103,6.25
168.138.196.237,8443,8443,true,NRT,Asia Pacific,Tokyo,126,6.24
151.145.66.219,2052,2052,false,NRT,Asia Pacific,Tokyo,120,6.24
168.138.207.64,2053,2053,true,NRT,Asia Pacific,Tokyo,107,6.24
140.83.37.145,2095,2095,false,NRT,Asia Pacific,Tokyo,114,6.23
168.138.208.164,2087,2087,true,NRT,Asia Pacific,Tokyo,102,6.23
140.238.32.184,2082,2082,false,NRT,Asia Pacific,Tokyo,99,6.23
168.138.209.84,8880,8880,false,NRT,Asia Pacific,Tokyo,102,6.22
138.2.7.72,2087,2087,true,NRT,Asia Pacific,Tokyo,123,6.22
158.101.149.71,2096,2096,true,NRT,Asia Pacific,Tokyo,101,6.21
168.138.205.38,8880,8880,false,NRT,Asia Pacific,Tokyo,110,6.20
158.179.186.138,8443,8443,true,NRT,Asia Pacific,Tokyo,107,6.20
158.101.152.221,2096,2096,true,NRT,Asia Pacific,Tokyo,145,6.20
141.147.160.86,80,80,false,NRT,Asia Pacific,Tokyo,99,6.20
158.101.150.126,2095,2095,false,NRT,Asia Pacific,Tokyo,87,6.20
158.101.159.212,2096,2096,true,NRT,Asia Pacific,Tokyo,108,6.19
129.153.61.213,443,443,true,YYZ,North America,Toronto,226,6.19
168.138.198.202,2083,2083,true,NRT,Asia Pacific,Tokyo,122,6.19
140.238.39.33,2095,2095,false,NRT,Asia Pacific,Tokyo,97,6.18
140.238.39.87,8880,8880,false,NRT,Asia Pacific,Tokyo,96,6.18
168.138.212.175,2083,2083,true,NRT,Asia Pacific,Tokyo,96,6.18
140.238.33.94,2086,2086,false,NRT,Asia Pacific,Tokyo,96,6.17
138.2.8.232,2053,2053,true,NRT,Asia Pacific,Tokyo,129,6.16
158.101.159.212,2087,2087,true,NRT,Asia Pacific,Tokyo,116,6.16
140.238.39.21,2052,2052,false,NRT,Asia Pacific,Tokyo,102,6.15
158.101.131.218,2087,2087,true,NRT,Asia Pacific,Tokyo,123,6.15
158.101.149.52,2083,2083,true,NRT,Asia Pacific,Tokyo,126,6.14
168.138.205.195,2095,2095,false,NRT,Asia Pacific,Tokyo,102,6.14
138.2.21.31,2053,2053,true,NRT,Asia Pacific,Tokyo,118,6.13
138.2.24.114,2083,2083,true,NRT,Asia Pacific,Tokyo,161,6.12
168.138.208.17,2096,2096,true,NRT,Asia Pacific,Tokyo,140,6.12
158.101.131.218,8443,8443,true,NRT,Asia Pacific,Tokyo,98,6.11
158.101.137.96,2087,2087,true,NRT,Asia Pacific,Tokyo,178,6.10
129.153.165.237,443,443,true,IAD,North America,Ashburn,249,6.10
168.138.196.164,2082,2082,false,HKG,Asia Pacific,Hong Kong,135,6.08
131.186.37.69,8880,8880,false,NRT,Asia Pacific,Tokyo,87,6.08
168.138.202.145,2083,2083,true,NRT,Asia Pacific,Tokyo,95,6.07
151.145.71.40,2096,2096,true,NRT,Asia Pacific,Tokyo,123,6.06
150.230.219.168,2083,2083,true,NRT,Asia Pacific,Tokyo,107,6.06
158.179.190.253,2096,2096,true,NRT,Asia Pacific,Tokyo,103,6.05
168.138.206.68,2087,2087,true,NRT,Asia Pacific,Tokyo,125,6.04
131.186.34.11,8880,8880,false,NRT,Asia Pacific,Tokyo,83,6.04
131.186.34.11,2082,2082,false,NRT,Asia Pacific,Tokyo,103,6.03
168.138.206.236,2096,2096,true,NRT,Asia Pacific,Tokyo,80,6.02
138.2.31.68,8080,8080,false,HKG,Asia Pacific,Hong Kong,167,6.02
141.147.14.175,443,443,true,CDG,Europe,Paris,187,6.02
141.147.168.13,2095,2095,false,NRT,Asia Pacific,Tokyo,81,6.02
151.145.68.166,2087,2087,true,NRT,Asia Pacific,Tokyo,124,6.02
158.101.149.122,8880,8880,false,NRT,Asia Pacific,Tokyo,108,6.00
140.238.60.177,8880,8880,false,NRT,Asia Pacific,Tokyo,80,6.00
168.138.192.185,2096,2096,true,NRT,Asia Pacific,Tokyo,107,6.00
140.238.54.164,2082,2082,false,NRT,Asia Pacific,Tokyo,112,5.96
151.145.68.166,80,80,false,NRT,Asia Pacific,Tokyo,113,5.96
158.101.144.189,2096,2096,true,NRT,Asia Pacific,Tokyo,99,5.96
